id,code,head_station_sign_off_duration,head_station_sign_on_duration,name,number_of_beds,out_station_sign_off_duration,out_station_sign_on_duration
2096,"KBN",30,30,"KARBIGWAN",1,30,30
2097,"KCN",30,30,"KARCHANA",1,30,30
2098,"KGA",30,30,"KHAGA",1,30,30
2099,"KHRY",30,30,"KHAIRAHI",1,30,30
2100,"KKS",30,30,"KURASTI KALAN",1,30,30
2101,"KLA",30,30,"KULWA",1,30,30
2102,"KNS",30,30,"KANCHAUSI",1,30,30
2103,"KOZ",30,30,"KOSMA",1,30,30
2104,"KRJ",30,30,"KHURJA JN",1,30,30
2105,"KSQ",30,30,"KANSPUR GUGAULI",1,30,30
2106,"KTCE",30,30,"KATOGHAN",1,30,30
2107,"KUW",30,30,"KANWAR",1,30,30
2108,"KWW",30,30,"KUSWA",1,30,30
2109,"KYT",30,30,"KAILAHAT",1,30,30
2110,"LKJN",30,30,"LINK JN. CABIN",1,30,30
2111,"LUSA",30,30,"LUSA",1,30,30
2112,"MIU",30,30,"MARIPAT",1,30,30
2113,"MJA",30,30,"MEJA ROAD",1,30,30
2114,"MNF",30,30,"MANDA ROAD",1,30,30
2115,"MNJ",30,30,"MANOHARGANJ",1,30,30
2116,"MNQ",30,30,"MAINPURI",1,30,30
2117,"MNR",30,30,"MAKKHANPUR",1,30,30
2118,"MOTA",30,30,"MOTA",1,30,30
2119,"MPUE",30,30,"MAINPURI KACHRI",1,30,30
2120,"MRE",30,30,"MANAURI",1,30,30
2121,"MTI",30,30,"MITAWAL",1,30,30
2122,"MTO",30,30,"MAITHA",1,30,30
2123,"MWH",30,30,"MALWAN",1,30,30
2124,"MWUE",30,30,"MAHRAWAL",1,30,30
2125,"MXK",30,30,"MANDRAK",1,30,30
2126,"MZGI",30,30,"MANZURGARHI",1,30,30
2127,"MZP",30,30,"MIRZAPUR",1,30,30
2128,"NBUE",30,30,"NIBKARORI",1,30,30
2129,"NYN",30,30,"NAINI",1,30,30
2130,"PATA",30,30,"PATA",1,30,30
2131,"PHD",30,30,"PHAPHUND",1,30,30
2132,"PJY",30,30,"PARA JANI HALT",1,30,30
2133,"PKNA",30,30,"PAKHNA",1,30,30
2134,"PMPR",30,30,"PREMPUR",1,30,30
2135,"PNK",30,30,"PANKI",1,30,30
2136,"PORA",30,30,"PORA",1,30,30
2137,"PRE",30,30,"PAHARA",1,30,30
2138,"RAMA",30,30,"RAMVA",1,30,30
2139,"RBGJ",30,30,"ROBERTS GANJ",1,30,30
2140,"RMW",30,30,"ROSHAN MAU",1,30,30
2141,"RUB",30,30,"RASULABAD",1,30,30
2142,"RURA",30,30,"RURA",1,30,30
2143,"RXM",30,30,"ROOMA",1,30,30
2144,"SB",30,30,"SARAI BHOPAT",1,30,30
2145,"SFG",30,30,"SUBEDARGANJ",1,30,30
2146,"SHW",30,30,"SAMHON",1,30,30
2147,"SJT",30,30,"SHUJAATPUR",1,30,30
2148,"SKB",30,30,"SHIKOHABAD JN",1,30,30
2149,"SKGH",30,30,"SAKTESGARH",1,30,30
2150,"SKQ",30,30,"SIKANDARPUR",1,30,30
2151,"SNIE",30,30,"SATH NARAINI",1,30,30
2152,"SNS",30,30,"SASNI",1,30,30
2153,"SOM",30,30,"SOMNA",1,30,30
2154,"SRDW",30,30,"SHRIMAD DWKPURI",1,30,30
2155,"SRO",30,30,"SIRATHU",1,30,30
2156,"SSL",30,30,"SIRSAUL",1,30,30
2157,"SWT",30,30,"SHIVWALA TEHU",1,30,30
2158,"SWW",30,30,"SHAHNAGAR TMNS",1,30,30
2159,"SYWN",30,30,"SAIYID SARAWAN",1,30,30
2160,"TCC",30,30,"TCC",1,30,30
2161,"TDL",30,30,"TUNDLA JN",1,30,30
2162,"TKHA",30,30,"TAKHA",1,30,30
2163,"TKRU",30,30,"TAKHRAU",1,30,30
2164,"TNUE",30,30,"TINDAULI",1,30,30
2165,"UGP",30,30,"UGARPUR",1,30,30
2166,"ULD",30,30,"ACHALDA",1,30,30
2167,"UND",30,30,"UNCHDIH",1,30,30
2168,"VHK",30,30,"VHK",1,30,30
2169,"WAIR",30,30,"WAIR",1,30,30
2170,"WSC",30,30,"SHIVARAMPUR",1,30,30
2171,"AAH",30,30,"ITEHAR",1,30,30
2172,"ABE",30,30,"AMBIKESHWAR",1,30,30
2173,"AEH",30,30,"ANANT PAITH",1,30,30
2174,"AGD",30,30,"AGASOD",1,30,30
2175,"AGE",30,30,"ANGAI",1,30,30
2176,"AIT",30,30,"AIT",1,30,30
2177,"AKW",30,30,"AKORA",1,30,30
2178,"ARI",30,30,"ANTRI",1,30,30
2179,"ATA",30,30,"ATA",1,30,30
2180,"ATE",30,30,"ATARRA",1,30,30
2181,"AXK",30,30,"ASOKHAR",1,30,30
2182,"BAB",30,30,"BABINA",1,30,30
2183,"BAO",30,30,"BANMOR",1,30,30
2184,"BARI",30,30,"BARI",1,30,30
2185,"BBY",30,30,"BHADROLI",1,30,30
2186,"BED",30,30,"BASERI",1,30,30
2187,"BFG",30,30,"BAGTHAR",1,30,30
2188,"BHAT",30,30,"BHATPURA",1,30,30
2189,"BHUA",30,30,"BHUA",1,30,30
2190,"BIB",30,30,"BIRPUR",1,30,30
2191,"BIP",30,30,"BAHILPURWA",1,30,30
2192,"BIX",30,30,"BHIND",1,30,30
2193,"BJA",30,30,"BIJROTHA",1,30,30
2194,"BJI",30,30,"BIJAULI",1,30,30
2195,"BJPR",30,30,"BIJAIPUR ROAD",1,30,30
2196,"BLNR",30,30,"BIRLANAGAR",1,30,30
2197,"BMZ",30,30,"BAMOUR GAON",1,30,30
2198,"BNAR",30,30,"BINAUR",1,30,30
2199,"BNDA",30,30,"BANDA JN",1,30,30
2200,"BPRA",30,30,"BARIPURA",1,30,30
2201,"BPW",30,30,"BURHPURA",1,30,30
2202,"BRG",30,30,"BARGARH",1,30,30
2203,"BRRI",30,30,"BIRARI",1,30,30
2204,"BSZ",30,30,"BHARWA SUMERPUR",1,30,30
2205,"BTKP",30,30,"BHARAT KUP",1,30,30
2206,"BTX",30,30,"BELA TAL",1,30,30
2207,"BUS",30,30,"BADAUSA",1,30,30
2208,"BWR",30,30,"BARWA SAGAR",1,30,30
2209,"BZM",30,30,"BHIMSEN",1,30,30
2210,"BZY",30,30,"BASAI",1,30,30
2211,"CGN",30,30,"CHIRGAON",1,30,30
2212,"CHIT",30,30,"chithari halt",1,30,30
2213,"CKTD",30,30,"CHITRAKOT",1,30,30
2214,"CNH",30,30,"CHAUNRAH",1,30,30
2215,"CRC",30,30,"CHARKHARI ROAD",1,30,30
2216,"DAA",30,30,"DATIA",1,30,30
2217,"DBA",30,30,"DABRA",1,30,30
2218,"DBR",30,30,"DABHAURA",1,30,30
2219,"DGPI",30,30,"DURGAPURI",1,30,30
2220,"DHOA",30,30,"DHAULPUR",1,30,30
2221,"DLA",30,30,"DOULTA",1,30,30
2222,"DPSR",30,30,"DAPSAURA",1,30,30
2223,"DTQ",30,30,"DANTARDA KALAN",1,30,30
2224,"DUA",30,30,"DHAURA",1,30,30
2225,"DWA",30,30,"DAILWARA",1,30,30
2226,"DWI",30,30,"DINGWAHI",1,30,30
2227,"DXU",30,30,"DUHRU",1,30,30
2228,"ERC",30,30,"ERICH ROAD",1,30,30
2229,"GIS",30,30,"GARHI SANDRA",1,30,30
2230,"GIW",30,30,"GIRDHARPUR",1,30,30
2231,"GOA",30,30,"GOHAD ROAD",1,30,30
2232,"GOPA",30,30,"GHOSIPURA",1,30,30
2233,"GRM",30,30,"GARHMAU",1,30,30
2234,"GTI",30,30,"GHUTAI",1,30,30
2235,"GTM",30,30,"GHATAMPUR",1,30,30
2236,"GWL",30,30,"GWALIOR",1,30,30
2237,"GWO",30,30,"GWALIOR",1,30,30
2238,"HAR",30,30,"HAMIRPUR ROAD",1,30,30
2239,"HET",30,30,"HETAMPUR",1,30,30
2240,"HPP",30,30,"HARPALPUR",1,30,30
2241,"ICL",30,30,"ICHAULI",1,30,30
2242,"IDGJ",30,30,"IRADATGANJ",1,30,30
2243,"IGTA",30,30,"INGOHTA",1,30,30
2244,"IKD",30,30,"IKDORI",1,30,30
2245,"JHA",30,30,"JAKHAURA",1,30,30
2246,"JHS",30,30,"JHANSI JN",1,30,30
2247,"JHSA",30,30,"JHANSI A CABIN",1,30,30
2248,"JLN",30,30,"JAKHALAUN",1,30,30
2249,"JPO",30,30,"JORA ALAPUR",1,30,30
2250,"JRO",30,30,"JIRON",1,30,30
2251,"JSB",30,30,"YAMUNA SOUTH BK",1,30,30
2252,"JSR",30,30,"JASRA",1,30,30
2253,"KAKN",30,30,"KAIMARKALAN",1,30,30
2254,"KBR",30,30,"KABRAI",1,30,30
2255,"KHJ",30,30,"KHAJRAHA",1,30,30
2256,"KHOH",30,30,"KHOH",1,30,30
2257,"KHU",30,30,"KHURHAND",1,30,30
2258,"KID",30,30,"KHAIRAR JN",1,30,30
2259,"KJP",30,30,"KHOJEEPURA",1,30,30
2260,"KLAR",30,30,"KULPAHAR",1,30,30
2261,"KNH",30,30,"KONCH",1,30,30
2262,"KOA",30,30,"KARONDA",1,30,30
2263,"KPI",30,30,"KALPI",1,30,30
2264,"KQS",30,30,"KAILARAS",1,30,30
2265,"KRQ",30,30,"KARARI",1,30,30
2266,"KTDD",30,30,"KATAIYA DANDI",1,30,30
2267,"KTRA",30,30,"KOTRA",1,30,30
2268,"KTRR",30,30,"KATHARA ROAD",1,30,30
2269,"KURJ",30,30,"KHAJURAHO",1,30,30
2270,"LAR",30,30,"LALITPUR",1,30,30
2271,"LLR",30,30,"LALPUR",1,30,30
2272,"LOG",30,30,"LOHGARA",1,30,30
2273,"MBA",30,30,"MAHOBA",1,30,30
2274,"MFX",30,30,"MADARAHA",1,30,30
2275,"MGRR",30,30,"MAGARPUR",1,30,30
2276,"MHF",30,30,"MOHARI",1,30,30
2277,"MIAL",30,30,"MILAOLI",1,30,30
2278,"MJHR",30,30,"MAJHIARI",1,30,30
2279,"MKP",30,30,"MANIKPUR JN",1,30,30
2280,"MLAR",30,30,"MALANPUR",1,30,30
2281,"MLS",30,30,"MALASA",1,30,30
2282,"MOTH",30,30,"MOTH",1,30,30
2283,"MRA",30,30,"MORENA",1,30,30
2284,"MRPR",30,30,"MAU RANIPUR",1,30,30
2285,"MSV",30,30,"MSV",1,30,30
2286,"MTH",30,30,"MATAUNDH",1,30,30
2287,"MTJL",30,30,"MOTIJHEEL",1,30,30
2288,"MXS",30,30,"MOHASA",1,30,30
2289,"MZX",30,30,"MATARILA",1,30,30
2290,"NDK",30,30,"NANKHAS",1,30,30
2291,"NEW",30,30,"NIVARI",1,30,30
2292,"NNE",30,30,"NONERA",1,30,30
2293,"NPH",30,30,"NURPURA",1,30,30
2294,"NUB",30,30,"NURABAD",1,30,30
2295,"OHAN",30,30,"OHAN",1,30,30
2296,"ORAI",30,30,"ORAI",1,30,30
2297,"ORC",30,30,"ORCHHA",1,30,30
2298,"PHN",30,30,"POKHRAYAN",1,30,30
2299,"PIC",30,30,"PARICHA",1,30,30
2300,"PMN",30,30,"PAMAN",1,30,30
2301,"PNHI",30,30,"PANHAI",1,30,30
2302,"PPCK",30,30,"PIPALWALI CHOWK",1,30,30
2303,"PRN",30,30,"PARAUNA",1,30,30
2304,"PTRE",30,30,"PATARA",1,30,30
2305,"PTSC",30,30,"PARICHAA THERMA",1,30,30
2306,"RAKL",30,30,"RETHORAKALAN",1,30,30
2307,"RGLI",30,30,"RAGHOULI HALT",1,30,30
2308,"RGU",30,30,"RAGAUL",1,30,30
2309,"RJAK",30,30,"RAJ NAGAR K HALT",1,30,30
2310,"RMPH",30,30,"RAMPAHARI",1,30,30
2311,"RNB",30,30,"RANPURA",1,30,30
2312,"RNRD",30,30,"RANIPUR ROAD",1,30,30
2313,"RORA",30,30,"RORA",1,30,30
2314,"RPGU",30,30,"RASULPURGOGAMAU",1,30,30
2315,"RRU",30,30,"RAYARU",1,30,30
2316,"RYT",30,30,"RAYAT PURA",1,30,30
2317,"SAC",30,30,"SANICHARA",1,30,30
2318,"SANK",30,30,"SANK",1,30,30
2319,"SBL",30,30,"SABALGARH",1,30,30
2320,"SCN",30,30,"SONDHA ROAD",1,30,30
2321,"SEX",30,30,"SERONI ROAD",1,30,30
2322,"SIKD",30,30,"SIKRODA KWANRI",1,30,30
2323,"SIRA",30,30,"SIRHILTARA",1,30,30
2324,"SKU",30,30,"SIKRODA",1,30,30
2325,"SLV",30,30,"SANDALPUR",1,30,30
2326,"SMTL",30,30,"SIMARIATAL",1,30,30
2327,"SMV",30,30,"SUMAOLI",1,30,30
2328,"SOE",30,30,"SHEOPUR KALAN",1,30,30
2329,"SONI",30,30,"SONI",1,30,30
2330,"SOR",30,30,"SONAGIR",1,30,30
2331,"SPDM",30,30,"SINGHPUR DUMRA",1,30,30
2332,"SPRA",30,30,"SILLIPUR",1,30,30
2333,"SRJ",30,30,"SHANKARGARH",1,30,30
2334,"SRMT",30,30,"SIRMUTTRA",1,30,30
2335,"SRTE",30,30,"SOOROTHEE",1,30,30
2336,"STLI",30,30,"SITHOULI",1,30,30
2337,"SWC",30,30,"SHIVRAMPUR",1,30,30
2338,"SYF",30,30,"SEMAI",1,30,30
2339,"TBT",30,30,"TALBAHAT",1,30,30
2340,"THR",30,30,"THARA HALT",1,30,30
2341,"TKA",30,30,"TEHARKA",1,30,30
2342,"TKLN",30,30,"TARRAKALAN",1,30,30
2343,"TKMG",30,30,"TIKAMGARH",1,30,30
2344,"TLNH",30,30,"TILAUNCHI",1,30,30
2345,"TPO",30,30,"TANTPUR",1,30,30
2346,"UDPR",30,30,"UDAIPURA",1,30,30
2347,"AGTR",30,30,"AGTHORI",1,30,30
2348,"AHLR",30,30,"AHALYAPUR",1,30,30
2349,"AHM",30,30,"AHIMANPUR",1,30,30
2350,"AKS",30,30,"ANKUSPUR",1,30,30
2351,"ALMW",30,30,"ALMAW  HALT",1,30,30
2352,"ALS",30,30,"AMLORI SARSAR",1,30,30
2353,"ALY",30,30,"ALLAHABAD CITY",1,30,30
2354,"AMD",30,30,"AMILA",1,30,30
2355,"AMH",30,30,"AZAMGARH",1,30,30
2356,"APRH",30,30,"ALEHPUR HALT",1,30,30
2357,"ARJ",30,30,"AUNRIHAR JN",1,30,30
2358,"ATRR",30,30,"ATRAURA",1,30,30
2359,"BAGJ",30,30,"BARHARAGANI",1,30,30
2360,"BALR",30,30,"BAITALPUR",1,30,30
2361,"BBW",30,30,"BODARWAR",1,30,30
2362,"BCD",30,30,"BANSDIH ROAD",1,30,30
2363,"BCY",30,30,"VARANASI CITY",1,30,30
2364,"BHBR",30,30,"BATHUA BAZAR HALT",1,30,30
2365,"BHJ",30,30,"BARHAJ BAZAR",1,30,30
2366,"BHLP",30,30,"BHULANPUR",1,30,30
2367,"BHTR",30,30,"BHATPAR RANI",1,30,30
2368,"BKLA",30,30,"BAKULHA",1,30,30
2369,"BKRH",30,30,"BRIJ KISHOR HALT",1,30,30
2370,"BLTR",30,30,"BELTHARA ROAD",1,30,30
2371,"BMPT",30,30,"BANNI MAHAMMAN PATTI",1,30,30
2372,"BRWH",30,30,"BAHERWA HALT",1,30,30
2373,"BSCK",30,30,"BASUCHAK",1,30,30
2374,"BTK",30,30,"BANKATA",1,30,30
2375,"BTT",30,30,"BHATNI JN",1,30,30
2376,"BUI",30,30,"BALLIA",1,30,30
2377,"BURA",30,30,"BAHUARA HALT",1,30,30
2378,"BYH",30,30,"BHITI",1,30,30
2379,"CAPA",30,30,"CHHAPRA JN.",1,30,30
2380,"CATA",30,30,"CHHATA ASCHAURA",1,30,30
2381,"CBN",30,30,"CHIT BARAGAON",1,30,30
2382,"CC",30,30,"CHAURI CHAURA",1,30,30
2383,"CHAF",30,30,"CHAF HALT",1,30,30
2384,"CHR",30,30,"CHILKAHAR",1,30,30
2385,"CI",30,30,"CHHAPRA KACHERI",1,30,30
2386,"CIF",30,30,"CHHAPRA KACHERI JN.",1,30,30
2387,"CKYD",30,30,"CHAKRA ROAD",1,30,30
2388,"CPJ",30,30,"KAPTANGANJ JN",1,30,30
2389,"CPR",30,30,"CHHAPRA",1,30,30
2390,"CW",30,30,"CHAINWA",1,30,30
2391,"DCP",30,30,"DAL CHAPRA",1,30,30
2392,"DDA",30,30,"DURAUNDHA JN",1,30,30
2393,"DDD",30,30,"DHONDHA DIH",1,30,30
2394,"DDNA",30,30,"DUDHAUNDA",1,30,30
2395,"DDP",30,30,"DAUDPUR",1,30,30
2396,"DEOS",30,30,"DEORIA SADAR",1,30,30
2397,"DHE",30,30,"DODHI",1,30,30
2398,"DIT",30,30,"DOHRIGHAT",1,30,30
2399,"DJD",30,30,"DIDARGANJ ROAD",1,30,30
2400,"DLR",30,30,"DULLAHAPUR",1,30,30
2401,"DRBR",30,30,"DEORAHA BABA RD",1,30,30
2402,"DRGJ",30,30,"DARAGANJ",1,30,30
2403,"DUE",30,30,"DHURI JN",1,30,30
2404,"DWDI",30,30,"DIGHWA DUBAULI",1,30,30
2405,"EKMA",30,30,"EKMA",1,30,30
2406,"FRDH",30,30,"FARIDAHA",1,30,30
2407,"GB",30,30,"GAURI BAZAR",1,30,30
2408,"GCT",30,30,"GHAZIPUR CITY",1,30,30
2409,"GH",30,30,"GHUGHULI",1,30,30
2410,"GNDM",30,30,"BAHUARA HALT",1,30,30
2411,"GNGL",30,30,"GANGAULI",1,30,30
2412,"GOPG",30,30,"GOPALGANJ",1,30,30
2413,"GOX",30,30,"GOBINDPUR DUGLI",1,30,30
2414,"GRRG",30,30,"GURLI RAMGARHWA",1,30,30
2415,"GSI",30,30,"GHOSI",1,30,30
2416,"GSRM",30,30,"GAURI SRIRAM",1,30,30
2417,"GTST",30,30,"GAUTAMSTHAN",1,30,30
2418,"GYN",30,30,"GYANPUR ROAD",1,30,30
2419,"GZT",30,30,"GHAZIPUR GHAT",1,30,30
2420,"HDK",30,30,"HANDIA KHAS",1,30,30
2421,"HDT",30,30,"HARDATTPUR",1,30,30
2422,"HLP",30,30,"HALDHARPUR",1,30,30
2423,"HMPR",30,30,"HURMUJPUR(HALT)",1,30,30
2424,"HTW",30,30,"HATHUA",1,30,30
2425,"IAA",30,30,"INDARA JN",1,30,30
2426,"JGG",30,30,"JANGIGANJ",1,30,30
2427,"JGKS",30,30,"JIGNI KHAS",1,30,30
2428,"JGP",30,30,"JALALPUR",1,30,30
2429,"JI",30,30,"JHUSI",1,30,30
2430,"JKN",30,30,"JAKHANIAN",1,30,30
2431,"KCT",30,30,"KIRAKAT",1,30,30
2432,"KDQ",30,30,"KADIPUR",1,30,30
2433,"KER",30,30,"KIRIHRAPUR",1,30,30
2434,"KFK",30,30,"KATKA",1,30,30
2435,"KHJA",30,30,"KHANJA HALT",1,30,30
2436,"KHM",30,30,"KUSMHI",1,30,30
2437,"KKT",30,30,"KATH KUIYAN",1,30,30
2438,"KMDR",30,30,"Karimuddinpur",1,30,30
2439,"KPJ",30,30,"KOPAGANJ",1,30,30
2440,"KPS",30,30,"KOPA SAMHOTA",1,30,30
2441,"KRND",30,30,"Khorason Road",1,30,30
2442,"KRT",30,30,"KHURAHAT",1,30,30
2443,"KSNR",30,30,"KHUSHAL NAGAR",1,30,30
2444,"KTLP",30,30,"KATALPUR(HALT)",1,30,30
2445,"KWH",30,30,"KACHHWA ROAD",1,30,30
2446,"KYH",30,30,"KHAIRAH",1,30,30
2447,"KYW",30,30,"KARCHHUE",1,30,30
2448,"KZA",30,30,"KHADA",1,30,30
2449,"LB",30,30,"LAINE BAZAR(HALT)",1,30,30
2450,"LIJ",30,30,"LAKSHMIGANJ",1,30,30
2451,"LRD",30,30,"LAR ROAD",1,30,30
2452,"MAU",30,30,"MAU JN",1,30,30
2453,"MBS",30,30,"MADHOSINGH",1,30,30
2454,"MEW",30,30,"MARHAURA",1,30,30
2455,"MFJ",30,30,"MUFTIGANJ",1,30,30
2456,"MGZ",30,30,"MAHARAJ GANJ ",1,30,30
2457,"MHC",30,30,"MASRAKH",1,30,30
2458,"MHO",30,30,"MAHPUR",1,30,30
2459,"MHRN",30,30,"MAHENDRANATH",1,30,30
2460,"MHT",30,30,"MANJHI",1,30,30
2461,"MJV",30,30,"MANJHAGARH",1,30,30
2462,"MMA",30,30,"MUHAMMADABAD",1,30,30
2463,"MRDP",30,30,"MURADPUR(HALT)",1,30,30
2464,"MTBG",30,30,"Mathia Barghat (Halt)",1,30,30
2465,"MUUA",30,30,"MAHUAWA KHURD HALT",1,30,30
2466,"MUV",30,30,"MANDUADIH",1,30,30
2467,"MW",30,30,"MAIRWA",1,30,30
2468,"NAKD",30,30,"NAIK DIH",1,30,30
2469,"NDJ",30,30,"NANDGANJ",1,30,30
2470,"NKBR",30,30,"NARKATIA BAZAR HALT",1,30,30
2471,"NNPR",30,30,"NONAPAR",1,30,30
2472,"NRA",30,30,"NUNKHAR",1,30,30
2473,"NTU",30,30,"NIGATPUR",1,30,30
2474,"PCK",30,30,"PACHRUKHI",1,30,30
2475,"PEE",30,30,"PATERHI",1,30,30
2476,"PEP",30,30,"PHEPHNA JN",1,30,30
2477,"PHY",30,30,"PHARIHA",1,30,30
2478,"PKRH",30,30,"PARSA KERWAN HALT",1,30,30
2479,"PLGH",30,30,"PALIGARH",1,30,30
2480,"PLWR",30,30,"PHULWARIA",1,30,30
2481,"PNRA",30,30,"PANIARA HALT",1,30,30
2482,"PNYA",30,30,"PANIYA HAWA",1,30,30
2483,"POKL",30,30,"PEOKOL",1,30,30
2484,"POU",30,30,"PADRAUNA",1,30,30
2485,"PPC",30,30,"PIPRAICH",1,30,30
2486,"PPH",30,30,"PIPRI DIH",1,30,30
2487,"RJI",30,30,"RAJAWARI",1,30,30
2488,"RJMP",30,30,"RAJMALPUR ROAD",1,30,30
2489,"RKL",30,30,"RAMKOLA",1,30,30
2490,"RKS",30,30,"SARAI RANI",1,30,30
2491,"ROI",30,30,"REOTI",1,30,30
2492,"RPV",30,30,"RAJAPATTI",1,30,30
2493,"RSR",30,30,"RASRA",1,30,30
2494,"RTB",30,30,"RAJA TALAB",1,30,30
2495,"RTP",30,30,"RATANPURA",1,30,30
2496,"RTR",30,30,"RAMNATHPUR",1,30,30
2497,"RTU",30,30,"RATAN SARAI",1,30,30
2498,"RVG",30,30,"REVELGANJ GHAT",1,30,30
2499,"SAA",30,30,"SATHIAON",1,30,30
2500,"SAHR",30,30,"SAHERI",1,30,30
2501,"SANR",30,30,"SARDARNAGAR",1,30,30
2502,"SBK",30,30,"SHAHBAZ KULI",1,30,30
2503,"SBZ",30,30,"SISWA BAZAR",1,30,30
2504,"SDC",30,30,"SAIDABAD",1,30,30
2505,"SDHA",30,30,"SIDHARI HALT",1,30,30
2506,"SDT",30,30,"SADAL",1,30,30
2507,"SHER",30,30,"SHER",1,30,30
2508,"SIP",30,30,"SURAIMANPUR",1,30,30
2509,"SJER",30,30,"SANJARPUR",1,30,30
2510,"SJGH",30,30,"SARAI JAGDISH",1,30,30
2511,"SLHI",30,30,"SHILHAURI HALT",1,30,30
2512,"SMKR",30,30,"SHAM KAURIA",1,30,30
2513,"SMZ",30,30,"SARAI MIR",1,30,30
2514,"SNRA",30,30,"SANWARA",1,30,30
2515,"SPYA",30,30,"SIPAYA",1,30,30
2516,"SQW",30,30,"SIDHWALIA",1,30,30
2517,"SRKR",30,30,"SALARKHURD",1,30,30
2518,"SRNT",30,30,"SARNATH",1,30,30
2519,"SRU",30,30,"SALEMPUR JN",1,30,30
2520,"SSGR",30,30,"SISAI GULABRAI HALT",1,30,30
2521,"SSU",30,30,"SASA MUSA",1,30,30
2522,"STW",30,30,"SAHATWAR",1,30,30
2523,"STZ",30,30,"SATRAON",1,30,30
2524,"SV",30,30,"SIWAN JN",1,30,30
2525,"SVC",30,30,"SIWAN KACHARI",1,30,30
2526,"SVI",30,30,"SAGARPALI",1,30,30
2527,"SYH",30,30,"SAIYEDPUR BHTRI",1,30,30
2528,"TERH",30,30,"TERHA HALT",1,30,30
2529,"THE",30,30,"THAWE JN",1,30,30
2530,"TJD",30,30,"TAJPUR DEHMA",1,30,30
2531,"TJW",30,30,"TEJPURWA HALT",1,30,30
2532,"TKND",30,30,"TRIVIKRAMDEO NAGAR",1,30,30
2533,"TKVR",30,30,"TEKNIWAS",1,30,30
2534,"TOI",30,30,"TAMKUHI ROAD",1,30,30
2535,"TPV",30,30,"TINPHERIA",1,30,30
2536,"TRJ",30,30,"TARIASUJAN",1,30,30
2537,"TRN",30,30,"TARAON",1,30,30
2538,"TTI",30,30,"TURTIPAR",1,30,30
2539,"UNLA",30,30,"UNAULA",1,30,30
2540,"YDV",30,30,"YADVENDRANAGAR",1,30,30
2541,"YFP",30,30,"YUSUFPUR",1,30,30
2542,"ZRDE",30,30,"JIRADEI",1,30,30
2543,"ALJ",30,30,"alai",1,30,30
2544,"ALNP",30,30,"AKELAHANSPUR(HALT)",1,30,30
2545,"AMA",30,30,"ATAMANDA",1,30,30
2546,"ARL",30,30,"Araul Makanpur",1,30,30
2547,"ARX",30,30,"ARELI",1,30,30
2548,"AUL",30,30,"AGSAULI",1,30,30
2549,"BAPR",30,30,"BALLUPUR",1,30,30
2550,"BC",30,30,"BAREILLY CITY",1,30,30
2551,"BEM",30,30,"BUDAUN",1,30,30
2552,"BFPA",30,30,"BHOPATPUR",1,30,30
2553,"BHI",30,30,"BAHERI",1,30,30
2554,"BHK",30,30,"BADHARI KALAN",1,30,30
2555,"BHTS",30,30,"BHATASA",1,30,30
2556,"BJR",30,30,"BARRAJPUR",1,30,30
2557,"BJV",30,30,"BIJAURIA",1,30,30
2558,"BKTS",30,30,"BAKOTHIKHAS HALT",1,30,30
2559,"BLQR",30,30,"BILASPUR ROAD",1,30,30
2560,"BLU",30,30,"BILHAUR",1,30,30
2561,"BMY",30,30,"BAMIANA",1,30,30
2562,"BNSA",30,30,"BANBASA",1,30,30
2563,"BPR",30,30,"BHOJIPURA JN",1,30,30
2564,"BPZ",30,30,"BAZPUR",1,30,30
2565,"BRDT",30,30,"BERIA DAULAT",1,30,30
2566,"BRY",30,30,"BAREILLY JN",1,30,30
2567,"BSUR",30,30,"BISALPUR",1,30,30
2568,"BTRI",30,30,"BITROL",1,30,30
2569,"BTRO",30,30,"BASTOI HALT",1,30,30
2570,"CBR",30,30,"CHAUBEPUR",1,30,30
2571,"CHAP",30,30,"CHHATTARPUR",1,30,30
2572,"CHRU",30,30,"CHAMRUA",1,30,30
2573,"CKK",30,30,"CHAKARPUR",1,30,30
2574,"CKSR",30,30,"CHAK SAFAURA HALT",1,30,30
2575,"DBNR",30,30,"DIBNAPUR",1,30,30
2576,"DOT",30,30,"DHAKIA TIWARI",1,30,30
2577,"DOX",30,30,"DOHNA",1,30,30
2578,"DRN",30,30,"DEORANIAN",1,30,30
2579,"DRO",30,30,"DARYAOGONJ",1,30,30
2580,"DUO",30,30,"DHAURSALAR",1,30,30
2581,"DYK",30,30,"DUDHIA KHURD",1,30,30
2582,"DYU",30,30,"DIYURI",1,30,30
2583,"FBD",30,30,"FARRUKHABAD",1,30,30
2584,"FGR",30,30,"FATEHGARH",1,30,30
2585,"GGG",30,30,"GANGAGARH HALT",1,30,30
2586,"GHJ",30,30,"GURSAHAIGANJ",1,30,30
2587,"GOT",30,30,"GOT",1,30,30
2588,"GRAK",30,30,"GARKHA",1,30,30
2589,"GTP",30,30,"GHATPURI",1,30,30
2590,"GUB",30,30,"GULARBHOJ",1,30,30
2591,"GWA",30,30,"GANJ DUNDWARA",1,30,30
2592,"GWP",30,30,"GANGAWAPUR HALT",1,30,30
2593,"GWS",30,30,"GAUSHALA",1,30,30
2594,"HDW",30,30,"HALDWANI",1,30,30
2595,"HLDD",30,30,"HALDI ROAD",1,30,30
2596,"HSY",30,30,"HARSINGPUR GOBA",1,30,30
